web-scraper-order,web-scraper-start-url,productos,productos-href,nombre,precio final,descuento,caracteristicas
"1670951331-57","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-929471973-toldo-carpa-plegable-reforzado-3x3-impermeable-eventos-_JM?searchVariation=174862672646#searchVariation=174862672646&position=11&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Toldo Carpa Plegable Reforzado 3x3 Impermeable Eventos","349.900","30% OFF","OFERTA
Si lo necesitas, hacemos factura electrónica y facturamos a nombre de la empresa.

La carpa toldo de 3x3 metros es plegable y fácil de transportar. Es ideal para usarse al aire libre, en el jardín, en la playa, para exposición de productos comerciales, fiestas, todo tipo de eventos o lo que tú quieras.

Es fácil de transportar. Instálala en solo unos minutos. Cuenta con sistema de apertura tipo paraguas o acordeón.

Está hecha de lona Oxford con gramaje de 600D, tratamiento impermeable y protección de rayos UV. Sus postes de acero reforzado tienen tratamiento anticorrosivo.

Colores disponibles: blanco, azul, rojo y verde.
 
Encuentra todo lo que necesitas para optimizar tu jardín, así como artículos especiales para el descanso, las vacaciones, los fines de semana y el entretenimiento en familia. Descubre el amplio catálogo de Jardimanía y disfruta vacaciones cada fin de semana en tu jardín. Ideal para tiendas y eventos.

TENDRÁS 1 MES DE GARANTÍA POR DEFECTOS DE FÁBRICA"
"1670951335-58","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=VC%2FXHkMdsIfmIOlicIReN0WrbEsEvRQWf4VYwzqYlVa5RopdM2IZnvPTLn1LnVFJsFCeciYWM1nff56AaZCs8XLkOjpF5wy3TjNCmrS3XbnNLru0%2Bx%2BzMO1I%2Buv2Do64SjsiYsKd6A0vRNV%2FleaMsagZ%2FDZLTxUd6k0l1xylpo71716tzkLBABrb3xSXCnbIqn9ZMG2dcHcshqbXSeN9jqMQUNM9UnKH3cfSfDORp3AG%2FIZIGQKJsYHikqkI3IeMyNhCEg5vwIH9PMbsEGQppI%2BEe6xmjP14FMx5n0sjMFeQtXSsHF2vFIOHvr6ewCtKsLKSKWNCJPQwU5D3vM0lqFkuE4H2%2F%2FsEoS9XzgzNguZkxg6YQ2LCm6mhBM0Iq0rBXh7FX3dY8ogLzA6i1pWl%2Bn72v3c02k%2F7DE2CCSMbLiSAwAOrlvl0T9CmE0NcaFyebT8qMmkhSapdiUGaXH0OxdvTk1jtlr9XSqc%2BBcToze5rAcVosdwHbUfEnq0D1sSY0AxMVxuAzwTKbOFB5Eo4lz%2Bu6vDNf6wlngZk6vzIOvOKNQYpAavXG4GYUJQ9XQkH9sMjVvY3odtmYxd00QExplhuCLOxqEbIGEWYTVZtnSQFOSqKxnyKCHMQAWzNAA6cu7wjh3AE23RFDOCNR4Qj4tCxmoV7sJQFnNE5KAnvAQrI5B6yfIOF%2FYh1GHDd3J8mvosLbQ%3D%3D&rb=x","Happy Bolsa De Dormir- Sleeping Para Niños Cojin 1,60 Cm","89.900","null","Se convertirá en un juguete, una almohada y un saco de dormir.
Perfecto para pasar la noche cómodamente.
Los niños se mantienen cómodos y calienticos.
Ultra suave y acogedor, así podrán usarlo en cualquier momento del día.
Perfecto para jugar, tomar una siesta, en cualquier
Hará que la siesta sea el mejor momento, estarán muy cómodos
Puede llevarlo a cualquier lugar
Mantendrá su cuarto organizado, ya que se puede recoger fácilmente.
Lavable a máquina"
"1670951338-59","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=aqwskqlCTuHjNUDjCzmsxfXDgYohqplgs6vn9bY1FxEthWh5Zjoy3tUAD1VufghC4mLK0OaGOXxqo4Hd2WNwJ0UJ5TYF4x9XqKzxwMK7B4MaJcivvZGjDSoym1Vt52EszeEqXoQWNoKBYjU30sYuwSLXhfd6XmTCUZik%2BGdeQv%2BRJ3oD0CW7g6UkN2Le2dN1uRoZEPBnQhDkoaEOeGgOrdGrMP09n%2BgynNHs8mdH%2BffV8z2zBySCR8N5nS%2FRWaEUrmli2Rwh3B4ET5PzaFSdTI3tzWa9Rl7YPZjMvUkGfYhYY5IqFBiqjNNcvz1ee1yDU05jkS7NoBOwl7wcEils1AV5uyDVCWF99r5csF8oAhD4iHBw22q78w9bkH9KYTyfkvtVMB2zQMnIMeVopM8Vj%2BFFFFwRHC%2BL61ecnvIktSggu5yw0ZqGR%2Fh%2Bp98hseaG9srIeGgdTBRBJaWgY3bYawa3odMqn06FAqK4MvkdvZgyu%2BxwdV7WLKfeQmoJCH0AQfJu7HoqG7IWhZBjgWaCHk6jAsRSAG6OpdaD4io5L2q3aA0Ew2DsY%2FzKydfkKEtNL%2BZgcgTJk5i4uqp8zHVq7yBG%2FVaXs2yX%2BFATwKQEysUB0%2FVeIh70Fnm22SDYQocYpCc34y7vlQE%2FMSJ7M1vrUNo37UmzQbAOPj8GZLx7gHl1u3sRKMftvx9YyHqy09cFKi4EgKXFHiEf1Ygc2bPptsG2T7w83VN%2BcUBqeZFg3V7jIWAM2CChd0u4r7QdlC3q62BJ1pnBMXiN5Egwacg%3D&rb=x","Termo Botella Inteligente Temperatura Pantalla Led","38.900","null","La pantalla inteligente de la temperatura del agua en tiempo real siempre sabe si la temperatura del agua potable es anti quemaduras. El interruptor táctil se enciende y se apaga automáticamente en 3 segundos. Puede ayudarte a entender fácilmente la temperatura del agua, proporcionar la experiencia de bebida más íntima, evitar quemaduras y disfrutar del café.

Esta taza de estilo tiene una pantalla LED inteligente de temperatura en la parte superior del termo que durará hasta 40.000 toques sin un cambio de batería. ¡Eso es más de 2 años de uso! La calidez de cada momento se puede ver simplemente tocando suavemente la parte superior de la cubierta termo. Presiona la parte superior del termo suavemente, la cubierta táctil de capacidad sensible puede mostrar la temperatura del agua dentro del termo inmediatamente que puede evitar quemar la boca.

No necesita carga: la batería integrada no necesita ser cargada. La tapa es resistente al agua (la tapa se puede enjuagar pero no sumergir en agua) Y la botella mantiene la temperatura hasta 12 horas.

Aplicaciones extendidas: La botella de agua inteligente es ideal para viajes fáciles, perfecta para deportes al aire libre, trabajo, playa, escuela, oficina, picnic, yoga, senderismo, camping, ciclismo, correr, etc. Simple y práctico, es el mejor regalo para amigos, familia, niños, hijos e hijas."
"1670951341-60","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-613851761-combo-carpa-4-personas-colchon-doble-almohadas-inflador-_JM?searchVariation=175290194173#searchVariation=175290194173&position=10&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Combo Carpa 4 Personas + Colchón Doble + Almohadas +inflador","204.507","7% OFF","Tienda on Line Solutions&Commerce

-CARPA ALPES
Capacidad 4 personas
Material Poliéster
*COLORES DISPONIBLES: Rojo
Alto 130 cm
Frente 210 cm
Fondo 210 cm
Material varillas Fibra de vidrio
Semi Impermeable - Uso Ideal para paseos y camping.
Recuerda que es importante armar la carpa lejos de quebradas, terrenos inestables, lugares que puedan inundarse, con mucho viento o lluvia intensa, preferiblemente bajo la sombra de un árbol que te ayuda a proteger.

-COLCHON DOBLE KLIMBER
Colchón Doble, Con superficie aterciopelada
-Alto (cm) 22
-Ancho (cm) 137
-Largo (cm) 191
-Marca KLIMBER
-Color Verde

-ALMOHADAS KLIMBER
Almohadas inflables de la línea Downy Pillow y de medidas 42x26x10 cm Fabricadas con estructura interna I-Beam para mayor confort.

- BOMBA INFLADOR KLIMBER
Marca KLIMBER
Modelo 30cm
Material: PVC"
"1670951344-61","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-914463319-carpa-toldo-3x45-plegable-impermeable-eventos-reforzado-_JM?searchVariation=174705236756#searchVariation=174705236756&position=7&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa Toldo 3x4.5 Plegable Impermeable Eventos Reforzado","444.900","40% OFF","PRODUCTO:

Nombre: Carpa Toldo 3x4.5 Plegable Impermeable Eventos Reforzado
Marca: SKY GREEN

DESCRIPCIÓN:

**SI NECESITA MÁS DE UNA PIEZA FAVOR DE COMPRAR DE UNA EN UNA, YA QUE POR LAS DIMENSIONES DEL PRODUCTO, LA PAQUETERÍA NO SE PUEDE LLEVAR MÁS DE UN TOLDO POR GUÍA**
Descubre este toldo portátil y plegable para exteriores. Sus medidas son: 3 x 4.5 m.
Lleva a casa este toldo carpa impermeable para exteriores. Ideal para jardín, playa, eventos, fiestas, exteriores.
Este toldo está fabricado con materiales de la más alta calidad y seguridad. Cuenta con una estructura metálica y solida de acero galvanizado que te dará todo el soporte y resistencia que necesites. Incluye velcro de ajuste en las esquinas. El toldo plegable es de fácil instalación, almacenamiento y transporte.
*PARA MAYOR DURABILIDAD SE RECOMIENDA ANCLAR EL TOLDO*

CARACTERÍSTICAS PRINCIPALES: 

-CARPA PLEGABLE Gracias a su sistema de apertura de tipo paraguas o acordeón el montaje de tu carpa será muy sencillo, lo podrás hacer en menos de 2 minutos, ¡rápido y fácil armado.
-ESTRUCTURA RESISTENTE Las carpas para jardín están fabricadas y diseñadas con acero reforzado y con tratamiento anticorrosivo; la estructura de la carpa es fácil de montar y desmontar. Es ligera pero resistente por lo cual la transportación de la carpa es muy cómoda.
-ALTURA AJUSTABLE Nuestra carpa tiene 4 niveles de ajuste de altura mediante sistema de botón lo cual hace sencillo el ajuste. Las medidas de la carpa son Largo: 4.50 metros Ancho: 3 metro Alto al pico máximo: 3.10 metros
-PORTATIL La carpa cuenta con sistema portátil ya que al contar con un sistema de apertura de tipo paraguas o acordeón el montaje de tu carpa será muy sencillo.
-Nuestra carpa está fabricada con un tratamiento de IMPERMEABILIDAD y PROTECCIÓN ANTI RAYOS UV, lo que la hace ideal para eventos al aire libre como en jardín. Esta carpa no se decolora con el sol. 

MÁS DETALLES:

Peso del paquete: 21.3 kg
Medidas: 310 x 300 x 450 cm
Material: Textil
Modelo: HJCT45
Meses de garantía: 1
Garantía: Garantía de fábrica
Condición: Nuevo
País de producción: China
SKU: HJCT45020001"
"1670951347-62","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-561859712-linterna-tactica-linterna-led-recargable-x-usb-zoom-aluminio-_JM?searchVariation=55471658291#searchVariation=55471658291&position=6&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Linterna Tactica Linterna Led Recargable X Usb Zoom Aluminio","11.067","7% OFF","Se recarga por usb (cable incluído)
Tamaño del producto: aprox. 94x25x25mm
Peso del producto: alrededor de 55g
Material del producto: aleación de aluminio
LED: XPE + COB LED
Color de luz: blanco
Potencia: 3 W
Corriente: DC
Grado impermeable: IP44
Modos de iluminación: 3 modos (XPE resplandor + XPE flash + mazorca)
Lúmenes: 300LM
Batería: Batería de litio incorporada 1200 mAh (incluido)
Método de carga: carga Micro USB
Distancia de iluminación: 100-200 m
Modo de conmutación: Interruptor de empuje
Recargable: Sí

CONTENIDO

1 x linterna antorcha
1 x Cable USB
1 x Caja para llevarla"
"1670951352-63","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-602931878-colchon-inflable-doble-best-way-mas-2-almohadas-e-inflador-_JM?searchVariation=174098842601#searchVariation=174098842601&position=5&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Colchón Inflable Doble Best Way Más 2 Almohadas E Inflador","97.325","15% OFF","SOMOS MERQUEDOMI. 

Disponible en color Azul 

1 Colchón Inflable Doble medidas 191 x 137 x 22 cm.

2 Almohadas.

1 Inflador Best Way."
"1670951355-64","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-931905788-carpa-toldo-2x2-plegable-reforzado-impermeable-eventos-_JM?searchVariation=174893402399#searchVariation=174893402399&position=4&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa Toldo 2x2 Plegable Reforzado Impermeable Eventos","309.900","32% OFF","**SI NECESITA MÁS DE UNA PIEZA FAVOR DE COMPRAR DE UNA EN UNA, YA QUE POR LAS DIMENSIONES DEL PRODUCTO, LA PAQUETERÍA NO SE PUEDE LLEVAR MÁS DE UN TOLDO POR GUÍA**
Descubre este toldo portátil y plegable de SKYGREEN para exteriores. Sus medidas son: 2 x 2 m.
Lleva a casa este toldo carpa impermeable para exteriores. Ideal para jardín, playa, eventos, fiestas, exteriores.
Este toldo está fabricado con materiales de la más alta calidad y seguridad. Cuenta con una estructura metálica y sólida de acero galvanizado que te dará todo el soporte y resistencia que necesitas. Incluye velcro de ajuste en las esquinas. El toldo plegable de SKYGREEN es de fácil instalación, almacenamiento y transportación.
*PARA MAYOR DURABILIDAD SE RECOMIENDA ANCLAR EL TOLDO*"
"1670951363-65","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-531499375-carpa-alpes-4-personas-eco-colchon-inflable-inflador-_JM#position=56&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa Alpes 4 Personas Eco + Colchón Inflable + Inflador","239.900","null","Combo Carpa Alpes para 4 Personas Eco + Combo Colchón Inflable Doble más 2 Almohadas e Inflador Best Way 

Alto (cm)130
Ancho (cm)210
Largo (cm)210
Marca Alpes Garantía 6 Meses
Modelo Dome 4 
Nota: se despacha según disponibilidad de color, 
Color gris rojo , Azul , Naranja
Material Carpa Poliéster (170 T)
Material Piso Polietileno (120 g)
Número de Personas 4

1 Colchón Inflable Doble medidas 191 x 137 x 22 cm.

2 Almohadas.

1 Inflador Best Way"
"1670951366-66","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-514077311-tienda-de-acampar-ozark-trail-para-10-personas-_JM#position=55&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Tienda De Acampar Ozark Trail, Para 10 Personas,","1.181.550","null","SIMARO



TIEMPOS DE ENTREGA
DE A DÍAS HÁBILES
Este tiempo estimado de entrega 
puede variar según disponibilidad 
de nuestros proveedores.
No contamos con entrega inmediata.



ENVÍO GRATIS A NIVEL NACIONAL


Detalles del producto


Carpa de camping Ozark Trail, para personas, instantánea 

se configura en menos de minutos, con un la altura del centro
Duerme 
se Ajusta a queen colchones de aire



Ozark Trail de personas Oscuro Resto Instantánea de la Cabina de la Tienda:
se configura en menos de minutos
Ninguna asamblea requerida: postes preadjunta a la tienda
Duerme 
Innovadoras Oscuro Resto de la tecnología de
Claraboyas con paneles de techo
se Ajusta a queen colchones de aire
de habitaciones, tienda de campaña con extraíble habitación divisor
Incluye rainfly con la fábricacosturas selladas
de Lujo aparejos y bolsillos colgantes de engranajes organizador incluido
Eléctrica rd de acceso
bolsa de transporte incluido
 estacas de Tienda de campaña, fabricadas de acero
Medidas: x Construction: poliéster, acero
altura del Centro: 
 meses de garantía limitada

Especificaciones:Capacidad: Marca: Ozark Trail 
Funciones: Extraíble 
Tienda Tipo: Tiendas de campaña de Cabina 
Estación: de Toda la Temporada 
Color: Gris 
Montado Peso del Producto: oz 
Fabricante Número de Parte: WMTD 


Marca: Ozark Trail
Modelo: WMTD
Color: Gris
Peso Aproximado: .

Versión en inglés. Esta es una traducción automática.

En Simaro tenemos un amplio y variado catálogo de artículos. Todos nuestros artículos son traídos desde los Estados Unidos hasta tu lugar de domicilio. Queremos facilitarte el proceso y acortar las distancias. Recuerda que en Simaro ¡Lo encontramos por tí!



Métodos de pago 


Sólo aceptamos Mercadopago que abarca: Tarjeta de crédito, tarjeta débito, PSE, Efecty, Baloto.
NO manejamos pago Contraentrega
ESTE ARTICULO ES TRAÍDO DESDE USA
Simaro está ubicada en Bogotá, pero no cuenta con tienda física ni stock de productos, es virtual.

GARANTÍA


Nuestros proveedores en los Estados Unidos brindan días de garantía DIRECTA, la cual extendemos a nuestros clientes, esta garantía es SÓLO por defectos de fabricación, NO INCLUYE mala manipulación POR PARTE DEL USUARIO.
No nos hacemos responsables de los costos de envío en garantías.
El hecho de dar inicio al proceso de garantía no implica la aceptación de la misma, esta estará sujeta a la revisión técnica que haga constar que no cabe causal de rechazo.
Es indispensable que se garantice la integridad del producto; solo se podrá iniciar el trámite de garantía, cuando el producto cuente con las etiquetas intactas, esté en un estado de limpieza impecable y la caja y los accesorios se encuentran en perfecto estado.
Para el caso de los disfraces o ropa, el cambio de talla no se reconocerá como garantía
La garantía no aplicará en caso de evidenciarse un mal uso por parte del cliente.


INFORMACIÓN IMPORTANTE 


Recuerda antes de comprar, hacer uso de la herramienta de preguntas, en donde nuestro grupo de asesores te aclararán y despejarán todas tus dudas, para que así puedas estar totalmente confiado de lo que estas comprando.

Es importante recordar que al ser un producto traído desde los Estados Unidos la DISPONIBILIDAD Y PRECIO de los artículos pueden variar DIARIAMENTE. Asimismo, las tallas y colores están sujetas a la disponibilidad, en algunos casos puede que el valor del producto por cuestiones de tamaño, color o proveedor pueda cambiar ya que diariamente se actualizan de forma AUTOMÁTICA los precios con los de nuestros proveedores.

Por medio de preguntas, por favor indícanos tu talla, color o Referencia, para así, confirmarte disponibilidad de la misma ANTES de que realices la compra. Recuerda que el precio publicado pertenece a la talla y color descritos en la publicación. Otras tallas y colores pueden llegar a variar en su precio.

Para cambios y devoluciones comunícate con nuestro centro de Atención al Cliente. Los datos de contacto serán enviados por email luego de confirmada la compra
Para tu seguridad y comodidad nuestro personal se pondrá en contacto para confirmar detalles de tallas, color o especificaciones de tu compra dentro de las horas posteriores a la misma.

Para que el usuario pueda ejercer el derecho de retracto deberá devolver el producto en las mismas condiciones que lo recibió, nuevo, sin daños o deterioro, debe incluir todos los accesorios o aditamentos que se hayan recibido junto al producto, con todas las etiquetas y empaques originales.


¡Gracias por visitar nuestra Tienda Simaro!

Recuerda que en Simaro ¡Lo encontramos por ti! Te deseamos un feliz día. Bendiciones. El equipo Simaro.




 ::




Recuerda que esta es una traducción automática. Versión en inglés."
"1670951369-67","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-452378420-linterna-manual-con-dinamo-sin-pilas-ni-cables-hogar-camping-_JM?searchVariation=70199061464#searchVariation=70199061464&position=54&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Linterna Manual Con Dinamo Sin Pilas Ni Cables Hogar Camping","6.800","null","LINTERNA DINAMO LED DE 3 BOMBILLOS

Elaborada en plástico resistente a altos impacto.
Poco consumo de energía.
Máximo rendimiento de luz.
Recarga con gatillo manual retráctil.
Utiliza leds de chorro de alta tecnología.
USOS
Para camping.
Para cortes de energía.
Para el campo.
Para el carro.
Para emergencias como sismos.
Para todo lo que imagines!!!
BENEFICIOS
No se rompe
Portátil.
Poco consumo con máxima eficiencia.
Ahorro de energía (pilas)
Ecológica
Super económica"
"1670951372-68","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-842186787-carpa-2-personas-tulum-coleman-2147142-_JM#position=53&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa 2 Personas Tulum Coleman 2147142","167.307","7% OFF","Carpa 2 Personas Tulum Coleman 2147142

Marca: Coleman
Referencia: 2147142
Dimensiones: 198cm (Largo) x 122cm (Ancho) x 109cm (Alto)
Dimensiones empaque: 55 cm x 17cm
Peso: 2,25KG
Columnas de Agua: : 1500mm a 2000mm (Resistencia Media - Baja)
Garantía: 3 meses

Carpa para 2 personas Tulum Coleman con protección UV Guard que evita el desgaste por el sol, liviana, resistente a los vientos ideal para los viajes de mochileros, disfrute de una escapada a la playa 

» Toldo ¾ con estructura que protege contra agentes externos
» Sistema WHEATHERTEC™ con esquinas soldadas y costuras invertidas y selladas para evitar la filtración de agua
» Tecnología UVGuard™ que ayuda a proteger la casa de los rayos dañinos del sol
» Estructura resistente para soportar vientos de hasta 56 km/h+
» Puerta amplia tipo D que aumenta la facilidad de entrada y salida de la casa
» Cuenta con un bolsillo para tus almacenar tus dispositivos electrónicos
» Liviana y compacta para aventuras mochileras y acampar
» Malla contra insectos que aporta excelente ventilación
» Mangas continuas para las varillas que protegen contra enganches
» Bolsa de transporte incluida
» Fácil instalación"
"1670951375-69","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-881292570-carpa-coleman-doble-tendido-2-personas-tienda-de-campana-_JM#position=52&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa Coleman Doble Tendido 2 Personas Tienda De Campaña","249.900","null","TIENDA OFICIAL COLEMAN®

THE OUTDOOR COMPANY

Somos Marca líder con más de 100 años en el Mercado, especializados en equipos y accesorios en la categoría Outdoor para el disfrute de las actividades recreativas al aire libre, como excursión, camping, playera, hogar y accesorios.

Horario de Atención: lunes a viernes de 9:00 am 6:00 pm y sábados de 9:00 am a 11:00 pm.

DESCRIPCIÓN DEL PRODUCTO

MODELO: Tulum 2 personas

- Peso: 3.6 Kg.
- Dimensiones: 120 cm (Alto) x 140 cm (Ancho) x 200 cm (Largo).
- Resistencia a Columnas de Agua: 1.500 mm a 2.000 mm (Resistencia Baja - Media)
- Toldo ¾ con estructura que protege contra agentes externos.
- Sistema WHEATHERTEC™ con esquinas soldadas y costuras invertidas y selladas para evitar la filtración de agua.
- Tecnología UVGuard™ que ayuda a proteger la casa de los rayos dañinos del sol.
- Estructura resistente para soportar vientos de hasta 56 km/h+.
- Puerta amplia tipo D que aumenta la facilidad de entrada y salida de la casa.
- Cuenta con un bolsillo para tus almacenar tus dispositivos electrónicos.
- Liviana y compacta para aventuras mochileras y acampar.
- Malla contra insectos que aporta excelente ventilación.
- Mangas continuas para las varillas que protegen contra enganches.
- Bolsa de transporte incluida.
- Fácil instalación.


¿CÓMO COMPRAR?:

PAGOS:
- MercadoPago

ENVÍOS:
- Mercadoenvíos
- Coordinadora Mercantil (Contra entrega)

RECOMENDACIONES:
- Por favor aclare todas tus dudas en la sección de preguntas antes de ofertar.
- Aclare todas sus dudas antes de ofertar.
- Actualice el teléfono, correo y dirección para poder contactar y enviar el producto correctamente. No nos hacemos responsables por -contratiempos causados por datos erróneos.
- Las compras acreditadas antes de las 2:30 pm serán enviadas el mismo día hábil. Después de las 2:30 pm el envío se realizará el día hábil -siguiente. 

PREGUNTAS FRECUENTES:
1. ¿Hacen envíos a todo el País?
Si. A través de Mercado envíos y Coordinadora Mercantil (Contra Entrega).
2. ¿Desde qué ciudad realizan los envíos?
Todos nuestros productos son despachados desde nuestro almacén en Bogotá.
3. ¿Puedo retirar mi producto personalmente?
Si. Por nuestra sede en Bogotá, Fontibón.

GARANTÍA:
- Todos nuestros productos están garantizados por 3 meses contra defectos de fábrica.
- La garantía no cubre abuso, descuido, mal uso o desgaste natural por el us"
"1670951378-70","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-823064466-lampara-campamento-solar-linterna-jy-5700t-usb-recargable-_JM?searchVariation=175178440821#searchVariation=175178440821&position=51&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Lampara Campamento Solar Linterna Jy-5700t Usb Recargable","15.900","null","Somos 8CLICKS 

Importadores directos y distribuimos a nivel nacional, con más de 4 años de experiencia en MercadoLibre y comercio en línea, brindando compromiso y confianza en cada compra.

Linterna Lampara Recargable energía y luz solar 5 LED + 1W con puerto usb
La Perfecta combinación de la lámpara mágica y la lámpara de Campamento, Te permite agregar diversión a tu viaje.
•	USB para cargar tus celulares. (cable usb no incluido)
•	Puedes Cargarla Mediante corriente eléctrica. (incluye cable de alimentación eléctrica)
•	Puedes ponerla en modo de búsqueda.
•	Cuenta con paneles solares para cargarla.

Si tienes alguna duda antes de comprar no dudes en escribir, nuestros asesores estarán felices de atenderte. 
8CLICKS"
